#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
#   HLPW-6 Surface Pressure & Skin Friction Distribution DATA SUBMITTAL FORM for Test Case 1, March 3rd 2026, RevNew
#   Author: DJH, adapted from HLPW-5 submission files
#
#       NOMENCLATURE:
#                  N:   Number of unknowns (grid points for node-centered code, grid cells for cell-centered code)
#            X, Y, Z:   Coordinates of each computational point on the pressure cut in inches
#                 CP:   Coefficient of pressure - give mean if not converged to steady-state
#                 CF:   Skin-friction coefficient at wall = tau_w/(freestream dynamic pressure) 
#                                               - give mean if not converged to steady-state
#      CFX, CFY, CFZ:   Components of skin-friction coefficient at wall
#                                               - give mean if not converged to steady-state
#
#              ALPHA:   Angle of attack, deg.
#                MAC:   Mean aerodynamic chord = 30 inches
#                MRC:   x = 34.8082 inches, y = 0.0 inches, z = 0 inches
#
#                XXX:   Participant ID (assigned by HLPW committee); e.g., 001, 020, 147
#                TFG:   TFG the submission should fall under (e.g. R, S, A, H)
#            DATASET:   Sequential number, should start at 01 for each participant and TFG
#
#    E.g. TITLE field could be: 001_TC1_S_20 for the 20th submission by participant 1 to the scale resolving TFG
#
#             Nomenclature for pressure bands:
#             W:      Indicates plane on the wing (along chordwise rows WA to WG, spanwise row WSA-WSF)
#             S:      Indicates cut on slat element (along chordwise rows SA to SG)
#             Flap:   Indicates cut on flap element (along chordwise rows FA to FC, spanwise row FSF)
#
#            The cut locations for CRM-HLS are defined on <insert website location here>
#
#    FLOW CONDITIONS:
#            Angles of Attack: 10, 15, 20, 25, 30, 35 deg
#                 Mach Number: 0.20
#             Reynolds Number: 3.55 million (based on MAC)
#             Freestream Temp: 518.67 R
#
#              NOTES: 1. All numerical data fields can be free-formatted
#                     2. Please use at least 5 decimal places in the numerical values for CP, CF, etc.
#                     3. If data are NOT provided, please fill data fields with a numerical value of "-999" 
#                     4. If not converged to steady-state (i.e., if run with a scale-resolving simulation
#                        or run time-accurately), give mean values of everything
#
#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ 

TITLE = "001_TC1_S_01"

#                            <----- Optional ----->
VARIABLES = "X" "Y" "Z" "CP" "CF" "CFX" "CFY" "CFZ"

# the following lines need the quotes, modify string to numeric value within quotes
DATASETAUXDATA N_NUMBEROFUNKNOWNS_AOA_10p0  = 79892960
DATASETAUXDATA N_NUMBEROFUNKNOWNS_AOA_15p0  = -999
DATASETAUXDATA N_NUMBEROFUNKNOWNS_AOA_20p0  = -999
DATASETAUXDATA N_NUMBEROFUNKNOWNS_AOA_25p0  = -999
DATASETAUXDATA N_NUMBEROFUNKNOWNS_AOA_30p0  = 175511672
DATASETAUXDATA N_NUMBEROFUNKNOWNS_AOA_35p0  = -999

# The following section is for AoA=10 deg:
# Chordwise rows:
# Row A
ZONE T="001 TC1 Row SA, <greek>a<\greek> = 10<math>0<\math>"
 9.469653037E-01 2.540000000E-01 -4.005980000E-02 -4.469140803E-01 1.887964589E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.626825468E-01 2.540000000E-01 -5.816751073E-03 7.717251941E-01 1.369220041E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.575246833E-01 2.540000000E-01 -3.107333084E-03 7.764213278E-01 1.342728787E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.632901414E-01 2.540000000E-01 -6.135904267E-03 7.711719993E-01 1.366111785E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.791481792E-01 2.540000000E-01 -1.453811667E-02 7.372121765E-01 1.474613727E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.516824688E-01 2.540000000E-01 -4.591640289E-05 7.557886132E-01 1.466428987E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.793620161E-01 2.540000000E-01 -8.244790411E-02 5.013928514E-01 2.480910284E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.497136758E-01 2.540000000E-01 -4.302407461E-02 -4.076817652E-01 1.862463743E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.119413217E-01 2.540000000E-01 -3.263423173E-02 6.758110117E-01 1.658316062E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.143269971E-01 2.540000000E-01 -3.400726399E-02 6.719198298E-01 1.665704186E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.064457935E-01 2.540000000E-01 -2.949626492E-02 6.837773861E-01 1.635348368E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.089195273E-01 2.540000000E-01 -3.089491331E-02 6.799868659E-01 1.644113044E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.509184870E-01 2.540000000E-01 1.297144043E-02 -1.574250045E+00 1.219462972E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.459025249E-01 2.540000000E-01 1.047885573E-02 -1.075153123E+00 9.701226992E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.513118906E-01 2.540000000E-01 1.301520350E-02 -1.594559482E+00 1.225188571E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.544376452E-01 2.540000000E-01 1.336288085E-02 -1.759679867E+00 1.333017516E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.709528347E-01 2.540000000E-01 -6.709733039E-02 -1.387633402E-01 1.567073763E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.678771470E-01 2.540000000E-01 -6.339598672E-02 -1.710642630E-01 1.780861606E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.510816201E-01 2.540000000E-01 -4.449980000E-02 -3.868296272E-01 1.851716159E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.543079438E-01 2.540000000E-01 -4.801772356E-02 -3.402806884E-01 1.906237148E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.551687219E-01 2.540000000E-01 -4.895630000E-02 -3.271555196E-01 1.902101932E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.358477742E-01 2.540000000E-01 -4.714606166E-02 6.402889132E-01 1.731630793E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.391061460E-01 2.540000000E-01 -4.929196076E-02 6.350540921E-01 1.740230744E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.411847083E-01 2.540000000E-01 -5.066090000E-02 6.321184439E-01 1.741711670E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.368832293E-01 2.540000000E-01 2.334425386E-02 -8.781829788E-01 5.037511932E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.900953285E-01 2.540000000E-01 -2.043721973E-02 7.136516834E-01 1.554466465E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.976313615E-01 2.540000000E-01 -2.456293406E-02 6.993587767E-01 1.604859395E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.223652216E-01 2.540000000E-01 2.124980000E-02 5.909259621E-01 9.759668315E-04 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.189647208E-01 2.540000000E-01 2.111892843E-02 5.587986141E-01 1.056729773E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.308651883E-01 2.540000000E-01 2.132280947E-02 5.748674717E-01 1.309165412E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.154899887E-01 2.540000000E-01 2.098520000E-02 5.251705782E-01 1.158752515E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.130181565E-01 2.540000000E-01 2.082344811E-02 4.965106543E-01 1.251361084E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.454123513E-01 2.540000000E-01 1.023530000E-02 -1.026271319E+00 9.418846212E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.571507121E-01 2.540000000E-01 1.366465028E-02 -1.902749156E+00 1.428170285E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.746448337E-01 2.540000000E-01 -7.176600981E-02 -1.021765608E-01 1.352670898E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.722682758E-01 2.540000000E-01 -6.876069926E-02 -1.255937940E-01 1.502724584E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.765396550E-01 2.540000000E-01 -7.433277446E-02 -8.280478679E-02 1.276490207E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.781554748E-01 2.540000000E-01 -7.652100000E-02 -6.707859652E-02 1.180485650E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.671290542E-01 2.540000000E-01 -6.249570000E-02 -1.788628107E-01 1.819993657E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.634061164E-01 2.540000000E-01 -5.817499850E-02 -2.206939575E-01 1.862630093E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.632085832E-01 2.540000000E-01 -5.794580000E-02 -2.229280528E-01 1.865913130E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.630613640E-01 2.540000000E-01 1.320727309E-02 -1.925496543E+00 1.396608196E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.574925315E-01 2.540000000E-01 1.370270000E-02 -1.921030053E+00 1.436091556E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.895083855E-01 2.540000000E-01 4.585209672E-03 -1.395136455E+00 1.026689537E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.321488593E-01 2.540000000E-01 -2.496203475E-02 -6.541081417E-01 2.836317348E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.495789432E-01 2.540000000E-01 -5.649934974E-02 6.189804785E-01 1.756528605E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.079173612E-01 2.540000000E-01 -5.874487832E-03 -1.034778057E+00 7.069512437E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.117196151E-01 2.540000000E-01 -8.404227256E-03 -9.701450244E-01 6.370988222E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.428126327E-01 2.540000000E-01 2.255265272E-02 -9.116814512E-01 5.118917171E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.408517892E-01 2.540000000E-01 2.281443386E-02 -9.006441410E-01 5.091433474E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.032894617E-01 2.540000000E-01 -2.771184724E-02 6.891996050E-01 1.627893848E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.862483666E-01 2.540000000E-01 -1.834900749E-02 7.215580439E-01 1.537625208E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.464369952E-01 2.540000000E-01 -5.425563952E-02 6.243903115E-01 1.743868418E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.588757739E-01 2.540000000E-01 -5.305974320E-02 -2.776084553E-01 1.862041334E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.617237136E-01 2.540000000E-01 -5.626867739E-02 -2.414786911E-01 1.866061231E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.592154879E-01 2.540000000E-01 -5.343570744E-02 -2.728652070E-01 1.862351128E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.517387230E-01 2.540000000E-01 -7.536178329E-05 7.587435589E-01 1.457678032E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.443649733E-01 2.540000000E-01 -5.283737017E-02 6.277667910E-01 1.749778725E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.131664738E-01 2.540000000E-01 -9.443324430E-03 -9.456546693E-01 6.146196959E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.168425819E-01 2.540000000E-01 -1.208288737E-02 -8.866804174E-01 5.372682545E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.284757386E-01 2.540000000E-01 -4.249308543E-02 6.505645199E-01 1.710969267E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 7.889204929E-01 2.540000000E-01 1.788789917E-02 3.127553476E-01 1.900772699E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 7.890429593E-01 2.540000000E-01 1.791681080E-02 3.126359358E-01 1.900997287E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.571850371E-01 2.540000000E-01 -2.929342617E-03 7.753438845E-01 1.348394774E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.249615203E-01 2.540000000E-01 -4.032503433E-02 6.554260167E-01 1.695740419E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.804180370E-01 2.540000000E-01 -8.376653827E-02 4.749538841E-01 2.631487857E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.196702153E-01 2.540000000E-01 -3.714501572E-02 6.636179049E-01 1.684054807E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.175060424E-01 2.540000000E-01 -3.587420473E-02 6.669021054E-01 1.678908789E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.362866727E-01 2.540000000E-01 2.342390000E-02 -8.749371782E-01 5.028983357E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.805271303E-01 2.540000000E-01 -1.527355092E-02 7.340516989E-01 1.479318388E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.846253285E-01 2.540000000E-01 -1.747652044E-02 7.248843636E-01 1.522291056E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.230635220E-01 2.540000000E-01 -3.918447884E-02 6.582086193E-01 1.691334618E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 9.010092767E-01 2.540000000E-01 -2.644296784E-02 6.933775463E-01 1.618749625E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 8.861094642E-01 2.540000000E-01 6.113058716E-03 -1.464398902E+00 1.090538577E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.300948207E-01 2.540000000E-01 -4.233077928E-03 -1.612044960E+00 1.104722830E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.331529649E-01 2.540000000E-01 -3.436467853E-04 -1.541404919E+00 1.098035283E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.677382499E-01 2.540000000E-01 -2.098830000E-02 7.533574029E-01 1.520406534E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.625485694E-01 2.540000000E-01 -2.036389567E-02 7.604825229E-01 1.450983398E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.733891808E-01 2.540000000E-01 -2.162784161E-02 7.376880787E-01 1.594782213E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.684848651E-01 2.540000000E-01 -2.107278849E-02 7.509883962E-01 1.536632668E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.609023254E-01 2.540000000E-01 -2.016580000E-02 7.634062983E-01 1.422493228E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.506836027E-01 2.540000000E-01 -1.882332902E-02 7.210095366E-01 1.842253917E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.472604220E-01 2.540000000E-01 -1.835250000E-02 6.940594595E-01 2.036512108E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.566149427E-01 2.540000000E-01 -1.961560630E-02 7.553337193E-01 1.509727473E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.540756702E-01 2.540000000E-01 -1.928980000E-02 7.526033979E-01 1.585786336E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.447581357E-01 2.540000000E-01 -1.798127729E-02 6.125628990E-01 2.432568832E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.404612622E-01 2.540000000E-01 -1.734383723E-02 4.838822932E-01 3.015077728E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.253650496E-01 2.540000000E-01 3.313489933E-02 -1.425003314E+00 8.041534526E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.491423060E-01 2.540000000E-01 3.522332817E-02 -1.169598164E+00 5.930196528E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.535596595E-01 2.540000000E-01 3.556330000E-02 -1.140481293E+00 5.763036185E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.466797110E-01 2.540000000E-01 3.503380000E-02 -1.185094242E+00 6.024050689E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.550953046E-01 2.540000000E-01 3.567581762E-02 -1.131783284E+00 5.686479878E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.668465020E-01 2.540000000E-01 1.911239510E-02 -1.595294340E+00 9.896208752E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.726191328E-01 2.540000000E-01 2.109561516E-02 -1.571103058E+00 1.009214158E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.607443870E-01 2.540000000E-01 1.679366903E-02 -1.628004168E+00 1.009963364E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.663795123E-01 2.540000000E-01 1.893497090E-02 -1.597892080E+00 9.900793172E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.794794174E-01 2.540000000E-01 2.325726370E-02 -1.550554996E+00 9.635474695E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.784307683E-01 2.540000000E-01 2.292880754E-02 -1.554323971E+00 9.692231360E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.842325275E-01 2.540000000E-01 2.462094911E-02 -1.537777921E+00 9.493607637E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.859806960E-01 2.540000000E-01 2.512246989E-02 -1.533625676E+00 9.415178043E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.540301822E-01 2.540000000E-01 1.387479660E-02 -1.650067654E+00 1.083550209E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.489473333E-01 2.540000000E-01 1.138206667E-02 -1.654963435E+00 1.110872634E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.548257773E-01 2.540000000E-01 1.426505695E-02 -1.648397733E+00 1.072216379E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.602054904E-01 2.540000000E-01 1.656350170E-02 -1.630737260E+00 1.013396960E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.076345585E-01 2.540000000E-01 3.024898185E-02 -1.508676276E+00 8.873101876E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.125350238E-01 2.540000000E-01 3.119900000E-02 -1.501843356E+00 8.752579422E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.192967371E-01 2.540000000E-01 3.231299764E-02 -1.473903711E+00 8.422313640E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.135278800E-01 2.540000000E-01 3.136255951E-02 -1.498388390E+00 8.706979195E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.017580047E-01 2.540000000E-01 2.901045348E-02 -1.515370450E+00 8.982372791E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.058215146E-01 2.540000000E-01 2.989753078E-02 -1.511109495E+00 8.891595057E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.991574513E-01 2.540000000E-01 2.844270000E-02 -1.516521018E+00 9.068115169E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.670054360E-01 2.540000000E-01 3.652471912E-02 -1.070305702E+00 5.722077435E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.673295907E-01 2.540000000E-01 3.654730000E-02 -1.068689753E+00 5.727224716E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.649324873E-01 2.540000000E-01 3.638031582E-02 -1.080722964E+00 5.697140887E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.280928129E-01 2.540000000E-01 -8.950386017E-03 -2.194110667E+00 1.217741514E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.292646103E-01 2.540000000E-01 -6.189378756E-03 -1.863775660E+00 1.149808160E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.604432646E-01 2.540000000E-01 3.606760000E-02 -1.102818408E+00 5.642472796E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.610503317E-01 2.540000000E-01 3.610988783E-02 -1.099975271E+00 5.634244270E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.337182687E-01 2.540000000E-01 3.753637244E-04 -1.526463545E+00 1.090578030E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.379424820E-01 2.540000000E-01 4.206126444E-03 -1.566742208E+00 1.114863569E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.389014790E-01 2.540000000E-01 -1.706436228E-02 2.640037574E-01 4.053346903E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.290580776E-01 2.540000000E-01 -1.361469376E-02 -1.960097306E+00 1.112051121E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.287525105E-01 2.540000000E-01 -1.213668971E-02 -2.030264429E+00 1.135103363E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.333014347E-01 2.540000000E-01 -1.574998462E-02 -6.536713820E-01 7.564714003E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.342605071E-01 2.540000000E-01 -1.623259175E-02 -3.471095372E-01 6.641248777E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.730484450E-01 2.540000000E-01 2.124309315E-02 -1.569202471E+00 1.007469207E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.194363665E-01 2.540000000E-01 3.233191254E-02 -1.472763287E+00 8.413674980E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.203708384E-01 2.540000000E-01 3.245847947E-02 -1.465250914E+00 8.354295597E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.261114133E-01 2.540000000E-01 3.323598741E-02 -1.419681973E+00 8.000694852E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.329444035E-01 2.540000000E-01 3.389685543E-02 -1.330729508E+00 7.307110139E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.372413147E-01 2.540000000E-01 3.426116015E-02 -1.275420120E+00 6.873903300E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.958980898E-01 2.540000000E-01 2.765777582E-02 -1.519987344E+00 9.149965992E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.431899544E-01 2.540000000E-01 3.475195844E-02 -1.213882371E+00 6.289814963E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.398015210E-01 2.540000000E-01 3.447824307E-02 -1.242750122E+00 6.539019850E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.382554031E-01 2.540000000E-01 4.489877443E-03 -1.568898607E+00 1.114288215E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.431081185E-01 2.540000000E-01 7.952995244E-03 -1.628621472E+00 1.116720581E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.433831878E-01 2.540000000E-01 8.149331128E-03 -1.631545842E+00 1.118302966E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.484972361E-01 2.540000000E-01 1.112058670E-02 -1.653194950E+00 1.111966018E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.312992283E-01 2.540000000E-01 3.373771128E-02 -1.352976707E+00 7.483433417E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.900558723E-01 2.540000000E-01 2.619517805E-02 -1.527214973E+00 9.320577404E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.925421572E-01 2.540000000E-01 2.684964265E-02 -1.523378122E+00 9.231503803E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.020246112E-01 2.540000000E-01 -2.444910000E-02 6.388573062E-01 2.115359297E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.982050120E-01 2.540000000E-01 -2.410701759E-02 6.514618191E-01 2.046979522E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.935218458E-01 2.540000000E-01 -2.976790414E-02 4.244779741E-01 2.630662337E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.916250721E-01 2.540000000E-01 -2.970770000E-02 4.265454061E-01 2.633546129E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.985317600E-01 2.540000000E-01 -2.992690000E-02 4.167181239E-01 2.618669730E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.994844790E-01 2.540000000E-01 -2.995379081E-02 4.152899384E-01 2.608304957E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.157757158E-01 2.540000000E-01 -2.557800000E-02 5.928462679E-01 2.271332060E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.101048098E-01 2.540000000E-01 -2.512613706E-02 6.113027111E-01 2.241380350E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.160573473E-01 2.540000000E-01 -2.559913759E-02 5.919580700E-01 2.274875607E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.178632373E-01 2.540000000E-01 -2.573465419E-02 5.868862853E-01 2.300562892E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.088981305E-01 2.540000000E-01 -2.503000000E-02 6.151603962E-01 2.218688223E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.744241072E-01 2.540000000E-01 -2.174497093E-02 7.349207704E-01 1.608942301E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.745816405E-01 2.540000000E-01 -2.176280000E-02 7.345267799E-01 1.610278202E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.814329699E-01 2.540000000E-01 -2.249318205E-02 7.117084533E-01 1.776697575E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.863109585E-01 2.540000000E-01 -2.298348735E-02 6.940020803E-01 1.839756152E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.803661621E-01 2.540000000E-01 -2.237947076E-02 7.151577089E-01 1.760167272E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 2.882915748E-01 2.540000000E-01 -2.318260000E-02 6.870407152E-01 1.857811915E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.618166855E-01 2.540000000E-01 -2.847248478E-02 4.784603137E-01 2.598891749E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.571138054E-01 2.540000000E-01 -2.823680000E-02 4.878644197E-01 2.583719803E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 3.577533130E-01 2.540000000E-01 -2.826884539E-02 4.866491909E-01 2.586314216E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
